2P,SUG,2397,,0,DH4
2P,TUG,2397,,0,DH4
2P,ZAM,2397,,0,320
2Z,AUX,4214,,0,AT7
2Z,BRA,2531,,0,AT7
2Z,BRA,2621,,0,AT7
2Z,BSB,7373,,0,AT7
2Z,BSB,7367,,0,AT7
2Z,BSB,2613,,0,AT7
2Z,CAC,2564,,0,AT7
2Z,CGB,2562,,0,AT7
2Z,CGB,7367,,0,AT7
2Z,CGR,7380,,0,AT7
2Z,DOU,2538,,0,AT7
2Z,DOU,2564,,0,AT7
2Z,GIG,2613,,0,AT7
2Z,GRU,2535,,0,AT7
2Z,GRU,7380,,0,AT7
2Z,GRU,2613,,0,AT7
2Z,GRU,2635,,0,AT7
2Z,GRU,2633,,0,AT7
2Z,GRU,6039,,0,AT7
2Z,GYN,2548,,0,AT7
2Z,GYN,4214,,0,AT7
2Z,GYN,2613,,0,AT7
2Z,GYN,2633,,0,AT7
2Z,OPS,2531,,0,AT7
2Z,OPS,2548,,0,AT7
2Z,PLU,2613,,0,AT7
2Z,PMW,7376,,0,AT7
2Z,PMW,2562,,0,AT7
2Z,RAO,2531,,0,AT7
2Z,RAO,2560,,0,AT7
2Z,RAO,2564,,0,AT7
2Z,RAO,2562,,0,AT7
2Z,RAO,2528,,0,AT7
2Z,RAO,2619,,0,AT7
2Z,RAO,2633,,0,AT7
2Z,SJP,2613,,0,AT7
2Z,SSA,7373,,0,AT7
2Z,SSA,6039,,0,AT7
2Z,UBA,2564,,0,AT7
2Z,UBA,2633,,0,AT7
2Z,UDI,2564,,0,AT7
2Z,UDI,2562,,0,AT7
2Z,UDI,2613,,0,AT7
2Z,UDI,2635,,0,AT7
2Z,VDC,2564,,0,AT7
2Z,VDC,2621,,0,AT7
3E,BRL,3830,,0,CNC
3E,BRL,3678,,0,CNC
3E,DEC,3830,,0,CNC
3E,DEC,3678,,0,CNC
3E,JBR,3678,,0,CNC
3E,ORD,5726,,0,CNC
3E,ORD,4042,,0,CNC
3E,STL,5726,,0,CNC
3E,STL,4042,,0,CNC
3E,STL,3591,,0,CNC
3F,CGA,7145,,0,DHP
3F,CGA,3808,,0,DHP
3F,HYL,7144,,0,DHP
3F,HYL,7147,,0,DHP
3F,HYL,3808,,0,DHP
3F,KTB,7145,,0,DHP
3F,KTB,3808,,0,DHP
3F,KTN,7144,,0,DHP
3F,KTN,7145,,0,DHP
3F,KTN,7147,,0,DHP
3F,KTN,7146,,0,DHP
3F,MTM,3808,,0,DHP
3G,ACC,1084,,0,319
3G,ACC,273,,0,319
3G,ACC,1063,,0,319
3G,BCN,1050,,0,319
3G,BJL,1218,,0,319
3G,BJL,1084,,0,319
3G,BJL,1059,,0,319
3G,CKY,5665,,0,319
3G,DKR,248,,0,319
3G,DKR,1050,,0,319
3G,DKR,897,,0,319
3G,DKR,1059,,0,319
3G,DKR,273,,0,319
3G,DKR,5665,,0,319
3G,DLA,1084,,0,319
3G,DLA,273,,0,319
3G,FNA,1050,,0,319
3G,FNA,1084,,0,319
3G,FNA,502,,0,319
3G,FNA,1063,,0,319
3G,LGW,1059,,0,319
3G,LOS,248,,0,319
3G,LOS,1084,,0,319
3G,LOS,897,,0,319
3G,LOS,1063,,0,319
3G,OXB,4162,,0,319
3G,OXB,1084,,0,319
3G,ROB,248,,0,319
3G,ROB,1059,,0,319
3G,ROB,273,,0,319
3H,AKV,5504,,0,DH8
3H,AKV,6727,,0,DH8
\N,5512,154,,0,BET
\N,5512,154,,0,DHT
3H,YGL,5496,,0,DHT
3H,YGL,6727,,0,73M
3H,YGL,146,,0,73M
3H,YGW,62,,0,DHT
3H,YGW,5520,,0,BET
3H,YGW,5529,,0,DH8
3H,YGW,5515,,0,DH8
3H,YGW,146,,0,DH8
3H,YGW,149,,0,DH8
3H,YIK,5506,,0,DH8
3H,YIK,5535,,0,DH8
\N,5481,5508,,0,DH8
\N,5481,5508,,0,DHT
3H,YKG,5499,,0,DH8
\N,5481,154,,0,DHT
\N,5481,154,,0,DH8
3H,YKL,111,,0,DH8
\N,80,154,,0,BET
\N,80,154,,0,DH8
3H,YKL,161,,0,BET
\N,80,202,,0,DH8
\N,80,202,,0,BET
\N,5520,6727,,0,BET
\N,5520,6727,,0,DH8
3H,YPH,5515,,0,DH8
3H,YPH,154,,0,BET
\N,5508,5481,,0,DH8
\N,5508,5481,,0,DHT
\N,5508,6728,,0,DH8
\N,5508,6728,,0,DHT
3H,YPJ,154,,0,DHT
3H,YPX,5506,,0,DH8
3H,YPX,62,,0,73M
3H,YPX,5520,,0,DH8
3H,YPX,154,,0,BET
3H,YQB,80,,0,DH8
3H,YQB,146,,0,DH8
3H,YQC,5481,,0,DH8
3H,YQC,7253,,0,DH8
3H,YSK,5496,,0,DH8
3H,YSK,5515,,0,DH8
\N,6728,5508,,0,DH8
\N,6728,5508,,0,DHT
\N,6728,154,,0,DH8
\N,6728,154,,0,DHT
3H,YUD,5496,,0,DH8
3H,YUD,5520,,0,DH8
3H,YUD,5529,,0,DH8
3H,YUL,62,,0,73M
3H,YUL,5496,,0,DH8
3H,YUL,111,,0,DH8
3H,YUL,149,,0,DH8
3H,YUY,5496,,0,DH8
3H,YUY,146,,0,DH8
\N,154,5512,,0,BET
\N,154,5512,,0,DHT
3H,YVP,5496,,0,BET
3H,YVP,5481,,0,DH8
\N,154,80,,0,BET
\N,154,80,,0,DH8
3H,YVP,5520,,0,BET
3H,YVP,5508,,0,DHT
3H,YVP,6727,,0,BET
\N,154,6728,,0,DH8
\N,154,6728,,0,DHT
3H,YWB,5499,,0,DH8
3H,YWB,5535,,0,DH8
3H,YWK,80,,0,BET
3H,YWK,202,,0,BET
3H,YZG,5504,,0,DH8
3H,YZG,7253,,0,DH8
\N,202,80,,0,DH8
\N,202,80,,0,BET
3H,YZV,161,,0,BET
3J,JIB,2188,,0,737
3J,JIB,2072,,0,737
3J,JIB,5687,,0,737
3J,MGQ,4059,,0,737
3J,NBO,5687,,0,737
3K,BKK,3316,,0,320
3K,DRW,3316,,0,320
3K,HAK,3316,,0,320
3K,HGH,3316,,0,320
3K,HKG,3316,,0,320
3K,HKT,3316,,0,320
3K,KIX,2397,,0,320
3K,KIX,2276,,0,320
3K,KUL,3316,,0,320
3K,MNL,3992,,0,320
3K,MNL,3316,,0,320
3K,PEN,3316,,0,320
3K,PER,3316,,0,320
3K,PNH,3316,,0,320
3K,REP,3316,,0,320
3K,RGN,3316,,0,320
3K,SGN,3316,,0,320
3K,SIN,3885,,0,320
3K,SIN,3999,,0,320
3K,SIN,4120,,0,320
3K,SIN,3386,,0,320
3K,SIN,3077,,0,320
3K,SIN,3179,,0,320
3K,SIN,3304,,0,320
3K,SIN,2397,,0,320
3K,SIN,3308,,0,320
3K,SIN,3351,,0,320
3K,SIN,3034,,0,320
3K,SIN,3035,,0,320
3K,SIN,3239,,0,320
3K,SIN,3205,,0,320
3K,SIN,4302,,0,320
3K,SIN,2276,,0,320
3K,SWA,3316,,0,320
3K,TPE,3992,,0,320
3K,TPE,3316,,0,320
3L,ACH,1558,,0,DH3
3L,DRS,1678,,0,DH3
3L,DUS,382,,0,DH3
3L,EBA,1679,,0,DH3
3L,EBA,382,,0,DH3
3L,EBA,346,,0,DH3
3L,EBA,1678,,0,DH3
3L,FDH,345,,0,DH3
3L,FDH,1558,,0,DH3
3L,FDH,342,,0,AT7
3L,FDH,1520,,0,AT7
3L,FDH,351,,0,AT7
3L,FDH,1209,,0,AT7
3L,FMM,1561,,0,AT7
3L,GRZ,1678,,0,DH3
3L,HAM,382,,0,AT7
3L,MUC,1558,,0,DH3
3L,NAP,3986,,0,AT7
3L,OLB,382,,0,AT7
3L,SZG,1678,,0,DH3
3L,TXL,382,,0,AT7
3L,ZAD,382,,0,AT7
3L,ZRH,338,,0,DH3
3L,ZRH,1558,,0,DH3
3L,ZRH,1609,,0,DH3
3L,ZRH,1612,,0,DH3
3M,ATL,6958,,0,SF3
3M,ATL,3754,,0,SF3
3M,ATL,4335,,0,SF3
3M,ATL,5756,,0,SF3
3M,ATL,5759,,0,SF3
3M,ATL,5773,,0,SF3
3M,BIM,3533,,0,SF3
3M,ELH,3533,,0,SF3
3M,ELH,3722,,0,SF3
3M,EYW,3533,,0,SF3
3M,EYW,3793,,0,SF3
3M,EYW,3646,,0,SF3
3M,FLL,1937,,0,SF3
3M,FLL,1943,,0,SF3
3M,FLL,3875,,0,SF3
3M,FLL,1948,,0,SF3
3M,FLL,1941,,0,SF3
3M,FLL,1944,,0,SF3
3M,FLL,3878,,0,SF3
3M,FLL,1930,,0,SF3
3M,FLL,1934,,0,SF3
3M,FLL,3646,,0,SF3
3M,FPO,3533,,0,SF3
3M,GGT,3533,,0,SF3
3M,GGT,1944,,0,SF3
3M,GHB,3533,,0,SF3
3M,GLH,5773,,0,SF3
3M,GNV,3878,,0,SF3
3M,GNV,3646,,0,SF3
3M,JAX,1930,,0,SF3
3M,JAX,3646,,0,SF3
3M,LWB,3682,,0,SF3
3M,MCN,3682,,0,SF3
3M,MCN,3878,,0,SF3
3M,MCO,3533,,0,SF3
3M,MCO,3472,,0,SF3
3M,MCO,3754,,0,SF3
3M,MCO,1930,,0,SF3
3M,MCO,3564,,0,SF3
3M,MCO,3793,,0,SF3
3M,MCO,3698,,0,SF3
3M,MEI,3682,,0,SF3
3M,MHH,3533,,0,SF3
3M,MHH,3712,,0,SF3
3M,MHH,3878,,0,SF3
3M,MHH,3722,,0,SF3
3M,MSL,3682,,0,SF3
3M,PBI,1943,,0,SF3
3M,PBI,1930,,0,SF3
3M,PBI,3646,,0,SF3
3M,PIB,3682,,0,SF3 
3M,PNS,3878,,0,SF3
3M,PNS,3646,,0,SF3
3M,RSW,3875,,0,SF3
3M,RSW,3878,,0,SF3
3M,TCB,3533,,0,SF3
3M,TLH,3878,,0,SF3
3M,TLH,3646,,0,SF3
3M,TPA,3875,,0,SF3
3M,TPA,3533,,0,SF3
3M,TPA,3472,,0,SF3
3M,TPA,3712,,0,SF3
3M,TPA,3722,,0,SF3
3M,TPA,3564,,0,SF3
3M,TPA,3698,,0,SF3
3M,TUP,3682,,0,SF3 
3M,TUP,6130,,0,SF3
3O,AMS,5673,,0,320
3O,AMS,1080,,0,320
3O,BCN,1074,,0,320
3O,BCN,5673,,0,320
3O,BCN,1080,,0,320
3O,BGY,1074,,0,320
3O,BLQ,1074,,0,320
3O,BRU,1074,,0,320
3O,BRU,5673,,0,320
3O,BRU,1080,,0,320
3O,CGN,5673,,0,320
3O,CMN,1218,,0,320
3O,CMN,1525,,0,320
3O,CMN,1538,,0,320
3O,CMN,302,,0,320
3O,CMN,1534,,0,320
3O,CMN,502,,0,320
3O,CMN,1335,,0,320
3O,CMN,1359,,0,320
3O,CMN,4317,,0,320
3O,CMN,1273,,0,320
3O,CMN,1539,,0,320
3O,CUF,1074,,0,320
3O,FEZ,1359,,0,320
3O,LGW,1074,,0,320
3O,LGW,1080,,0,320
3O,LYS,1074,,0,320
3O,MPL,1074,,0,320
3O,MPL,1066,,0,320
3O,MPL,5673,,0,320
3O,NDR,580,,0,320
3O,NDR,1218,,0,320
3O,NDR,302,,0,320
3O,NDR,344,,0,320
3O,NDR,1359,,0,320
3O,NDR,3998,,0,320
3O,PMI,5673,,0,320
3O,SAW,1074,,0,320
3O,TLS,1074,,0,320
3O,TNG,580,,0,320
3O,TNG,1218,,0,320
3O,TNG,302,,0,320
3O,TNG,502,,0,320
3O,TSF,1074,,0,320
3P,AUA,2844,,0,SH6
3P,AUA,2848,,0,SH6
3P,BON,2897,,0,SH6
3P,CUR,2895,,0,SH6
3P,LSP,2895,,0,SH6
3P,MAR,2895,,0,SH6
3R,ASF,4029,,0,SU9
3R,ASF,2948,,0,SU9
3R,BHK,4029,,0,734
3R,DME,2966,,0,SU9
3R,DME,2980,,0,734
3R,DME,6156,,0,SU9
3R,DME,6149,,0,734
3R,DME,6153,,0,734
3R,DME,6150,,0,734
3R,DME,6485,,0,734
3R,DME,2981,,0,734
3545,4029,1743,,0,73G
3545,4029,1743,,0,SU9
3R,EGO,4029,,0,SU9
3R,FEG,4029,,0,734
3R,KSQ,4029,,0,734
3R,LED,2966,,0,SU9
3R,NMA,4029,,0,734
3R,NVI,4029,,0,734
3R,SKD,4029,,0,734
3545,1743,4029,,0,73G
3545,1743,4029,,0,SU9
3S,ANU,2881,,0,AT5
3S,CAY,2878,,0,320
3S,CUR,1762,,0,AT5
3S,DOM,2881,,0,AT5
3S,DOM,2899,,0,AT5
3S,FDF,2774,,0,320
11741,2878,2881,,0,320
11741,2878,2881,,0,AT5
3S,FDF,1762,,0,AT5
3S,FDF,2893,,0,AT5
3S,PTP,2874,,0,AT5
3S,PTP,2877,,0,AT5
11741,2881,2878,,0,320
11741,2881,2878,,0,AT5
3S,PTP,6460,,0,DHT
3S,PTP,1762,,0,AT5
3S,PTP,2879,,0,AT5
3S,PTP,2899,,0,AT5
3S,SBH,2881,,0,DHT
3S,SDQ,2881,,0,AT5
3S,SDQ,2899,,0,AT5
3S,SFG,2881,,0,AT5
3S,SLU,2878,,0,AT5
3S,SXM,2877,,0,AT5
3S,SXM,2881,,0,AT5
3S,SXM,1762,,0,AT5
3U,BHY,3379,,0,321
4608,3370,3393,,0,320
4608,3370,3393,,0,321
4608,3370,3395,,0,330
4608,3370,3395,,0,320
4608,3370,3395,,0,321
3U,CAN,2244,,0,330
3U,CGO,4380,,0,321
3U,CGO,3393,,0,321
3U,CGO,3395,,0,321
3U,CGO,3386,,0,320
3U,CGO,3400,,0,320
3U,CGO,3382,,0,320
3U,CGO,3399,,0,320
3U,CGQ,3375,,0,321
3U,CGQ,3388,,0,320
3U,CGQ,4108,,0,321
4608,4380,3368,,0,319
4608,4380,3368,,0,320
4608,3393,3370,,0,320
4608,3393,3370,,0,321
3U,CKG,3375,,0,321
4608,3393,3371,,0,321
4608,3393,3371,,0,319
3U,CKG,3395,,0,330
3U,CKG,4109,,0,320
3U,CKG,3404,,0,320
3U,CKG,6353,,0,320
3U,CKG,4120,,0,319
4608,3393,3386,,0,319
4608,3393,3386,,0,320
3U,CKG,3179,,0,321
3U,CKG,4085,,0,321
3U,CKG,3384,,0,319
4608,3393,3382,,0,320
4608,3393,3382,,0,319
4608,3393,6431,,0,321
4608,3393,6431,,0,319
3U,CKG,4033,,0,319
3U,CKG,4097,,0,319
3U,CKG,3387,,0,319
3U,CKG,3388,,0,319
3U,CKG,3373,,0,319
4608,3393,3364,,0,320
4608,3393,3364,,0,319
4608,3393,3364,,0,321
4608,3393,3406,,0,319
4608,3393,3406,,0,320
3U,CKG,6435,,0,319
3U,CKG,4302,,0,319
3U,CKG,3361,,0,330
3U,CKG,4030,,0,320
3U,CKG,3374,,0,320
3U,CKG,4108,,0,321
3U,CKG,2275,,0,320
3U,CKG,3368,,0,319
3U,CKG,3369,,0,321
3U,CKG,3399,,0,320
3U,CKG,3376,,0,319
3U,CKG,6390,,0,319
3U,CKG,3379,,0,319
3U,CKG,6366,,0,320
3U,CKG,6361,,0,319
3U,CKG,6357,,0,319
4608,3371,3393,,0,321
4608,3371,3393,,0,319
3U,CSX,3395,,0,320
3U,CSX,3385,,0,320
3U,CSX,3382,,0,320
3U,CSX,4144,,0,320
3U,CSX,6392,,0,319
3U,CSX,3383,,0,321
4608,3395,3370,,0,330
4608,3395,3370,,0,320
4608,3395,3370,,0,321
3U,CTU,3375,,0,321
3U,CTU,3393,,0,330
3U,CTU,3371,,0,320
3U,CTU,9310,,0,319
3U,CTU,6434,,0,319
3U,CTU,4120,,0,321
3U,CTU,8407,,0,319
3U,CTU,6345,,0,320
3U,CTU,3389,,0,321
4608,3395,3386,,0,319
4608,3395,3386,,0,320
3U,CTU,3077,,0,320
3U,CTU,3179,,0,321
3U,CTU,3930,,0,321
3U,CTU,4085,,0,321
3U,CTU,4055,,0,319
3U,CTU,8781,,0,320
3U,CTU,4301,,0,319
3U,CTU,3384,,0,321
3U,CTU,3382,,0,320
3U,CTU,6379,,0,320
3U,CTU,3394,,0,320
3U,CTU,6431,,0,319
3U,CTU,4033,,0,319
3U,CTU,6376,,0,319
4608,3395,4097,,0,319
4608,3395,4097,,0,330
3U,CTU,6402,,0,319
3U,CTU,3339,,0,330
4608,3395,3388,,0,320
4608,3395,3388,,0,319
4608,3395,3373,,0,320
4608,3395,3373,,0,319
4608,3395,3364,,0,320
4608,3395,3364,,0,321
4608,3395,3364,,0,330
4608,3395,3406,,0,330
4608,3395,3406,,0,321
3U,CTU,6435,,0,319
3U,CTU,4144,,0,330
3U,CTU,6347,,0,320
3U,CTU,4030,,0,321
4608,3395,3374,,0,321
4608,3395,3374,,0,320
3U,CTU,3390,,0,321
3U,CTU,4108,,0,321
3U,CTU,2275,,0,320
3U,CTU,3368,,0,321
3U,CTU,3369,,0,319
4608,3395,3399,,0,330
4608,3395,3399,,0,319
3U,CTU,6392,,0,320
3U,CTU,3376,,0,319
3U,CTU,6390,,0,320
3U,CTU,6403,,0,319
3U,CTU,3396,,0,320
4608,3395,3379,,0,319
4608,3395,3379,,0,320
3U,CTU,3383,,0,320
3U,CTU,6366,,0,320
3U,CTU,4149,,0,320
3U,CTU,6361,,0,320
3U,CTU,8876,,0,319
3U,CZX,3393,,0,320
3U,CZX,3400,,0,321
3U,CZX,3383,,0,321
3U,CZX,6355,,0,320
3U,DAT,3369,,0,319
3U,DCY,3395,,0,319
3U,DLC,3393,,0,320
3U,DLC,3386,,0,320
3U,DLC,3400,,0,320
3U,DLC,4108,,0,321
3U,DLC,4149,,0,320
3U,DNH,6431,,0,319
3U,DSN,3395,,0,319
3U,DSN,4144,,0,319
3U,DYG,3393,,0,320
3U,DYG,3388,,0,319
3U,FOC,3371,,0,320
3U,FOC,3379,,0,319
3U,GXH,4097,,0,319
3U,GXH,3379,,0,319
3U,HAK,3393,,0,319
3U,HAK,3395,,0,321
3U,HAK,3386,,0,320
3U,HAK,3387,,0,321
3U,HAK,6355,,0,320
3U,HDG,3395,,0,319
3U,HET,3395,,0,320
3U,HFE,3395,,0,321
3U,HGH,3375,,0,320
4608,3386,3393,,0,319
4608,3386,3393,,0,320
4608,3386,3395,,0,320
4608,3386,3395,,0,319
3U,HGH,3404,,0,320
3U,HGH,4120,,0,320
3U,HGH,3394,,0,320
3U,HGH,3368,,0,320
3U,HGH,3369,,0,320
3U,HKG,3395,,0,320
3U,HKG,6361,,0,320
3U,HKG,6357,,0,319
3U,HKT,3393,,0,321
3U,HKT,3395,,0,321
3U,HRB,3375,,0,320
3U,HRB,4109,,0,321
3U,HRB,3404,,0,320
3U,HRB,4085,,0,321
3U,HRB,3387,,0,321
3U,HRB,3388,,0,319
3U,HRB,6954,,0,321
3U,HRB,6347,,0,321
4608,3400,4108,,0,321
4608,3400,4108,,0,320
3U,HRB,3368,,0,321
3U,HRB,6392,,0,321
3U,HRB,3376,,0,321
3U,HRB,3379,,0,321
4608,3400,4149,,0,321
4608,3400,4149,,0,320
3U,ICN,3395,,0,321
3U,INC,3393,,0,321
3U,INC,3395,,0,321
3U,INC,3400,,0,321
3U,INC,3372,,0,320
3U,JGN,6431,,0,319
3U,JHG,3395,,0,319
3U,JHG,3382,,0,319
3U,JIQ,3395,,0,320
3U,JJN,3394,,0,320
3U,JJN,3376,,0,319
3U,JZH,3395,,0,319
3U,KHG,3399,,0,319
3U,KHN,3393,,0,319
3U,KHN,3395,,0,321
3U,KHN,3382,,0,319
3U,KHN,3387,,0,321
3U,KMG,3375,,0,320
4608,3382,3393,,0,320
4608,3382,3393,,0,319
3U,KMG,3371,,0,320
3U,KMG,3395,,0,320
3U,KMG,4055,,0,319
3U,KMG,3384,,0,319
3U,KMG,3394,,0,320
3U,KMG,6376,,0,319
3U,KMG,3387,,0,320
3U,KMG,3388,,0,320
3U,KMG,3390,,0,320
3U,KMG,4108,,0,320
3U,KMG,2276,,0,320
3U,KMG,6403,,0,320
3U,KMG,3379,,0,320
3U,KMG,3383,,0,320
3U,KMG,4149,,0,320
3U,KOW,3395,,0,320
3U,KOW,3383,,0,320
3U,KWE,3395,,0,320
3U,KWE,3386,,0,320
3U,KWE,6386,,0,320
3U,KWE,3382,,0,320
3U,KWE,6431,,0,321
3U,KWE,4030,,0,321
3U,KWE,6392,,0,320
3U,KWE,4149,,0,321
3U,KWL,4085,,0,320
3U,KWL,6347,,0,321
3U,KWL,4030,,0,320
4608,6431,3393,,0,321
4608,6431,3393,,0,319
3U,LHW,3395,,0,319
3U,LHW,4308,,0,319
